HomeTeam,AwayTeam,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult
Cardiff,Southampton,H,0,0,D
Man United,Fulham,H,3,0,H
West Ham,Crystal Palace,H,0,1,A
Newcastle,Wolves,A,1,1,D
Everton,Watford,D,1,0,H
Crystal Palace,Leicester,H,1,0,H
Huddersfield,Newcastle,A,0,0,D
Tottenham,Burnley,H,0,0,D
Watford,Cardiff,H,1,0,H
Wolves,Bournemouth,H,1,0,H
Southampton,Arsenal,H,2,1,H
Bournemouth,Brighton,H,1,0,H
Cardiff,Man United,A,1,3,A
Chelsea,Leicester,A,0,0,D
Huddersfield,Southampton,A,0,2,A
Man City,Crystal Palace,A,1,2,A
Everton,Tottenham,A,1,3,A
Brighton,Arsenal,D,1,1,D
Burnley,Everton,A,1,3,A
Crystal Palace,Cardiff,D,0,0,D
Leicester,Man City,H,1,1,D
Man United,Huddersfield,H,1,0,H
Tottenham,Bournemouth,H,3,0,H
Watford,Chelsea,A,1,1,D
Southampton,West Ham,A,0,0,D
Brighton,Everton,H,0,0,D
Fulham,Huddersfield,H,0,0,D
Leicester,Cardiff,A,0,0,D
Liverpool,Arsenal,H,4,1,H
Tottenham,Wolves,A,1,0,H
Burnley,West Ham,H,2,0,H
Crystal Palace,Chelsea,A,0,0,D
Man United,Bournemouth,H,3,1,H
Southampton,Man City,A,1,3,A
Cardiff,Tottenham,A,0,3,A
Everton,Leicester,A,0,0,D
Bournemouth,Watford,D,3,3,D
Huddersfield,Burnley,A,1,1,D
West Ham,Brighton,D,0,0,D
Wolves,Crystal Palace,A,0,0,D
Brighton,Liverpool,A,0,0,D
Burnley,Fulham,H,2,1,H
Cardiff,Huddersfield,D,0,0,D
Crystal Palace,Watford,A,1,0,H
Leicester,Southampton,A,0,2,A
Man City,Wolves,H,2,0,H
Arsenal,Chelsea,H,2,0,H
Bournemouth,West Ham,H,0,0,D
Liverpool,Crystal Palace,H,0,1,A
Man United,Brighton,H,2,0,H
Watford,Burnley,D,0,0,D
Wolves,Leicester,H,2,0,H
Fulham,Tottenham,A,1,0,H
Huddersfield,Man City,A,0,1,A
Fulham,Brighton,H,0,2,A
Newcastle,Man City,H,0,1,A
Wolves,West Ham,H,0,0,D
Bournemouth,Chelsea,H,0,0,D
Liverpool,Leicester,D,1,1,D
Southampton,Crystal Palace,D,0,1,A
Tottenham,Watford,H,0,1,A
Brighton,Watford,D,0,0,D
Cardiff,Bournemouth,H,1,0,H
Chelsea,Huddersfield,H,2,0,H
Crystal Palace,Fulham,H,1,0,H
Everton,Wolves,A,1,2,A
West Ham,Liverpool,D,1,1,D
Brighton,Burnley,A,0,1,A
Crystal Palace,West Ham,D,0,1,A
Huddersfield,Arsenal,A,0,2,A
Liverpool,Bournemouth,H,2,0,H
Man City,Chelsea,H,4,0,H
Wolves,Newcastle,D,0,0,D
Cardiff,Watford,A,0,1,A
West Ham,Fulham,H,2,1,H
Bournemouth,Wolves,D,1,0,H
Burnley,Tottenham,H,0,0,D
Leicester,Crystal Palace,A,0,1,A
Arsenal,Southampton,H,2,0,H
Man United,Liverpool,D,0,0,D
Cardiff,Everton,A,0,1,A
Huddersfield,Wolves,H,0,0,D
Newcastle,Burnley,H,2,0,H
Arsenal,Bournemouth,H,2,1,H
Bournemouth,Man City,A,0,0,D
Brighton,Huddersfield,H,0,0,D
Burnley,Crystal Palace,A,0,1,A
Man United,Southampton,H,0,1,A
Wolves,Cardiff,H,2,0,H
Fulham,Chelsea,A,1,2,A
Watford,Leicester,H,1,0,H
Cardiff,West Ham,H,1,0,H
Crystal Palace,Brighton,A,0,1,A
Huddersfield,Bournemouth,A,0,1,A
Leicester,Fulham,H,1,0,H
Newcastle,Everton,H,0,2,A
Southampton,Tottenham,H,0,1,A
Chelsea,Wolves,D,0,0,D
Liverpool,Burnley,H,2,1,H
Bournemouth,Newcastle,D,0,1,A
Burnley,Leicester,A,1,1,D
West Ham,Huddersfield,H,1,2,A
Brighton,Southampton,A,0,0,D
Burnley,Wolves,H,1,0,H
Crystal Palace,Huddersfield,H,0,0,D
Leicester,Bournemouth,H,1,0,H
West Ham,Everton,A,0,2,A
Cardiff,Chelsea,A,0,0,D
Watford,Fulham,H,1,1,D
Wolves,Man United,H,1,1,D
Chelsea,Brighton,H,1,0,H
Man City,Cardiff,H,2,0,H
Southampton,Liverpool,A,1,1,D
Bournemouth,Burnley,A,1,2,A
Huddersfield,Leicester,A,0,1,A
Newcastle,Crystal Palace,A,0,0,D
Brighton,Bournemouth,A,0,1,A
Burnley,Cardiff,H,1,0,H
Southampton,Wolves,H,2,1,H
Tottenham,Huddersfield,H,2,0,H
Watford,Arsenal,A,0,1,A
Brighton,Cardiff,A,0,1,A
Bournemouth,Fulham,A,0,0,D
Huddersfield,Watford,A,0,1,A
West Ham,Leicester,D,1,0,H
Wolves,Brighton,D,0,0,D
Arsenal,Crystal Palace,A,0,1,A
Cardiff,Liverpool,A,0,0,D
Chelsea,Burnley,D,2,2,D
Tottenham,Brighton,H,0,0,D
Watford,Southampton,D,0,1,A
Wolves,Arsenal,H,3,0,H
Liverpool,Huddersfield,H,3,0,H
Brighton,Newcastle,D,0,1,A
Fulham,Cardiff,H,0,0,D
Southampton,Bournemouth,D,1,2,A
Watford,Wolves,A,0,1,A
Burnley,Man City,A,0,0,D
Leicester,Arsenal,H,0,0,D
Man United,Chelsea,D,1,1,D
Everton,Burnley,H,2,0,H
Bournemouth,Tottenham,H,0,0,D
Cardiff,Crystal Palace,A,1,2,A
West Ham,Southampton,H,1,0,H
Wolves,Fulham,H,0,0,D
Arsenal,Brighton,D,1,0,H
Chelsea,Watford,H,0,0,D
Huddersfield,Man United,D,0,1,A
Man City,Leicester,H,0,0,D
Brighton,Man City,A,1,2,A
Crystal Palace,Bournemouth,H,3,1,H
Fulham,Newcastle,A,0,2,A
Leicester,Chelsea,D,0,0,D
Liverpool,Wolves,H,1,0,H
Man United,Cardiff,A,0,1,A
Tottenham,Everton,D,1,0,H
Watford,West Ham,A,0,2,A
Liverpool,Norwich,H,4,0,H
Bournemouth,Sheffield United,D,0,0,D
Watford,Brighton,A,0,1,A
Tottenham,Aston Villa,H,0,1,A
Arsenal,Burnley,H,1,1,D
Aston Villa,Bournemouth,A,0,2,A
Brighton,West Ham,D,0,0,D
Man City,Tottenham,D,2,1,H
Sheffield United,Crystal Palace,H,0,0,D
Chelsea,Leicester,D,1,0,H
Wolves,Man United,D,0,1,A
Norwich,Chelsea,A,2,2,D
Man United,Crystal Palace,A,0,1,A
Sheffield United,Leicester,A,0,1,A
Watford,West Ham,A,1,1,D
Bournemouth,Man City,A,1,2,A
Wolves,Burnley,D,0,1,A
Southampton,Man United,D,0,1,A
Chelsea,Sheffield United,D,2,0,H
Leicester,Bournemouth,H,2,1,H
Man City,Brighton,H,2,0,H
Newcastle,Watford,D,1,1,D
West Ham,Norwich,H,1,0,H
Burnley,Liverpool,A,0,2,A
Everton,Wolves,H,2,1,H
Arsenal,Tottenham,D,1,2,A
Sheffield United,Southampton,A,0,0,D
Tottenham,Crystal Palace,H,4,0,H
Wolves,Chelsea,A,0,3,A
Norwich,Man City,H,2,1,H
Bournemouth,Everton,H,1,1,D
Watford,Arsenal,D,0,2,A
Southampton,Bournemouth,A,0,2,A
Leicester,Tottenham,H,0,1,A
Burnley,Norwich,H,2,0,H
Everton,Sheffield United,A,0,1,A
Man City,Watford,H,5,0,H
Crystal Palace,Wolves,D,0,0,D
Arsenal,Aston Villa,H,0,1,A
Sheffield United,Liverpool,A,0,0,D
Aston Villa,Burnley,D,1,0,H
Crystal Palace,Norwich,H,1,0,H
Tottenham,Southampton,H,2,1,H
Wolves,Watford,H,1,0,H
Everton,Man City,A,1,1,D
Brighton,Tottenham,H,2,0,H
Burnley,Everton,H,0,0,D
Norwich,Aston Villa,A,0,2,A
Watford,Sheffield United,D,0,0,D
Man City,Wolves,A,0,0,D
Southampton,Chelsea,A,1,3,A
Aston Villa,Brighton,H,1,1,D
Bournemouth,Norwich,D,0,0,D
Leicester,Burnley,H,1,1,D
Tottenham,Watford,D,0,1,A
Wolves,Southampton,D,0,0,D
Man United,Liverpool,D,1,0,H
Southampton,Leicester,A,0,5,A
Brighton,Everton,H,1,1,D
West Ham,Sheffield United,D,1,0,H
Burnley,Chelsea,A,0,2,A
Newcastle,Wolves,D,1,0,H
Arsenal,Crystal Palace,D,2,1,H
Liverpool,Tottenham,H,0,1,A
Norwich,Man United,A,0,2,A
Bournemouth,Man United,H,1,0,H
Arsenal,Wolves,D,1,0,H
Brighton,Norwich,H,0,0,D
Man City,Southampton,H,0,1,A
Sheffield United,Burnley,H,3,0,H
West Ham,Newcastle,A,0,2,A
Watford,Chelsea,A,0,1,A
Crystal Palace,Leicester,A,0,0,D
Norwich,Watford,A,0,1,A
Chelsea,Crystal Palace,H,0,0,D
Newcastle,Bournemouth,H,1,1,D
Tottenham,Sheffield United,D,0,0,D
Wolves,Aston Villa,H,1,0,H
Arsenal,Southampton,D,1,1,D
Bournemouth,Wolves,A,0,2,A
Everton,Norwich,A,0,0,D
Man City,Chelsea,H,2,1,H
Sheffield United,Man United,D,1,0,H
Chelsea,West Ham,A,0,0,D
Tottenham,Bournemouth,H,1,0,H
Southampton,Watford,H,0,1,A
Norwich,Arsenal,D,2,1,H
Wolves,Sheffield United,D,0,1,A
Leicester,Everton,H,0,1,A
Man United,Aston Villa,D,1,1,D
Crystal Palace,Bournemouth,H,0,0,D
Burnley,Man City,A,0,1,A
Man United,Tottenham,H,1,1,D
Southampton,Norwich,H,2,0,H
Wolves,West Ham,H,1,0,H
Liverpool,Everton,H,4,2,H
Arsenal,Brighton,A,0,1,A
Tottenham,Burnley,H,3,0,H
Aston Villa,Leicester,A,1,2,A
Newcastle,Southampton,H,0,0,D
Norwich,Sheffield United,A,1,0,H
Brighton,Wolves,D,2,2,D
West Ham,Arsenal,A,1,0,H
Leicester,Norwich,D,1,1,D
Sheffield United,Aston Villa,H,0,0,D
Southampton,West Ham,A,0,1,A
Wolves,Tottenham,A,0,1,A
Crystal Palace,Brighton,D,0,0,D
Aston Villa,Southampton,A,0,2,A
Bournemouth,Burnley,A,0,0,D
Brighton,Sheffield United,A,0,1,A
Norwich,Wolves,A,1,0,H
Watford,Man United,H,0,0,D
Tottenham,Chelsea,A,0,2,A
Tottenham,Brighton,H,0,1,A
Aston Villa,Norwich,H,0,0,D
Bournemouth,Arsenal,D,1,0,H
Chelsea,Southampton,A,0,1,A
Crystal Palace,West Ham,H,0,0,D
Sheffield United,Watford,D,1,1,D
Leicester,Liverpool,A,0,1,A
Wolves,Man City,H,0,1,A
Brighton,Bournemouth,H,1,0,H
Watford,Aston Villa,H,1,0,H
West Ham,Leicester,A,1,1,D
Burnley,Man United,A,0,1,A
Arsenal,Chelsea,A,1,0,H
Man City,Sheffield United,H,0,0,D
Brighton,Chelsea,D,0,1,A
Burnley,Aston Villa,A,0,2,A
Newcastle,Leicester,A,0,2,A
Southampton,Tottenham,H,1,0,H
Watford,Wolves,H,1,0,H
West Ham,Bournemouth,H,3,0,H
Arsenal,Man United,H,2,0,H
Liverpool,Sheffield United,H,1,0,H
Sheffield United,West Ham,H,0,0,D
Crystal Palace,Arsenal,D,0,1,A
Everton,Brighton,H,1,0,H
Leicester,Southampton,A,1,1,D
Bournemouth,Watford,A,0,1,A
Aston Villa,Man City,A,0,4,A
Arsenal,Sheffield United,D,1,0,H
Brighton,Aston Villa,D,1,0,H
Man City,Crystal Palace,D,0,1,A
Southampton,Wolves,A,2,0,H
Burnley,Leicester,H,0,1,A
Aston Villa,Watford,H,0,1,A
Bournemouth,Brighton,H,2,0,H
Leicester,West Ham,H,2,0,H
Man United,Burnley,A,0,1,A
Bournemouth,Aston Villa,H,2,0,H
Crystal Palace,Sheffield United,A,0,0,D
Liverpool,Southampton,H,0,0,D
Newcastle,Norwich,D,0,0,D
Watford,Everton,A,2,2,D
West Ham,Brighton,D,2,0,H
Man United,Wolves,D,0,0,D
Burnley,Arsenal,D,0,0,D
Tottenham,Man City,H,0,0,D
Brighton,Watford,D,0,1,A
Sheffield United,Bournemouth,H,1,1,D
Wolves,Leicester,D,0,0,D
Southampton,Burnley,A,1,1,D
Aston Villa,Tottenham,A,1,2,A
Chelsea,Man United,A,0,1,A
Burnley,Bournemouth,H,0,0,D
Crystal Palace,Newcastle,H,1,0,H
Sheffield United,Brighton,D,1,1,D
Southampton,Aston Villa,H,1,0,H
Leicester,Man City,A,0,0,D
Wolves,Norwich,H,2,0,H
Norwich,Leicester,H,0,0,D
Brighton,Crystal Palace,A,0,0,D
Bournemouth,Chelsea,D,0,1,A
Watford,Liverpool,H,0,0,D
Tottenham,Wolves,A,2,1,H
Liverpool,Bournemouth,H,2,1,H
Crystal Palace,Watford,H,1,0,H
Sheffield United,Norwich,H,1,0,H
Southampton,Newcastle,A,0,0,D
Burnley,Tottenham,D,1,0,H
Aston Villa,Sheffield United,D,0,0,D
Norwich,Southampton,A,0,0,D
Watford,Leicester,D,0,0,D
Brighton,Arsenal,H,0,0,D
Bournemouth,Crystal Palace,A,0,2,A
Newcastle,Sheffield United,H,0,0,D
Man City,Burnley,H,3,0,H
Leicester,Brighton,D,0,0,D
Man United,Sheffield United,H,2,0,H
Norwich,Everton,A,0,0,D
Wolves,Bournemouth,H,0,0,D
Liverpool,Crystal Palace,H,2,0,H
Burnley,Watford,H,0,0,D
Aston Villa,Wolves,A,0,0,D
Watford,Southampton,A,0,1,A
Crystal Palace,Burnley,A,0,0,D
Brighton,Man United,A,0,2,A
Arsenal,Norwich,H,2,0,H
Bournemouth,Newcastle,A,0,2,A
West Ham,Chelsea,H,1,1,D
Sheffield United,Tottenham,H,1,0,H
Man City,Liverpool,H,3,0,H
Norwich,Brighton,A,0,1,A
Burnley,Sheffield United,D,1,0,H
Liverpool,Aston Villa,H,0,0,D
Southampton,Man City,H,1,0,H
Crystal Palace,Chelsea,A,1,2,A
Watford,Norwich,H,1,1,D
Arsenal,Leicester,D,1,0,H
Sheffield United,Wolves,H,0,0,D
West Ham,Burnley,A,0,1,A
Brighton,Liverpool,A,1,2,A
Everton,Southampton,D,1,1,D
Norwich,West Ham,A,0,2,A
Watford,Newcastle,H,0,1,A
Liverpool,Burnley,D,1,0,H
Sheffield United,Chelsea,H,2,0,H
Brighton,Man City,A,0,2,A
Wolves,Everton,H,1,0,H
Aston Villa,Crystal Palace,H,1,0,H
Tottenham,Arsenal,H,1,1,D
Bournemouth,Leicester,H,0,1,A
Man United,Southampton,D,2,1,H
Burnley,Wolves,D,0,0,D
Arsenal,Liverpool,H,2,1,H
Leicester,Sheffield United,H,1,0,H
West Ham,Watford,H,3,0,H
Norwich,Burnley,A,0,1,A
Bournemouth,Southampton,A,0,1,A
Tottenham,Leicester,H,3,0,H
Brighton,Newcastle,D,0,0,D
Sheffield United,Everton,A,0,0,D
Wolves,Crystal Palace,H,1,0,H
Watford,Man City,A,0,2,A
Aston Villa,Arsenal,H,1,0,H
Man United,West Ham,D,0,1,A
Liverpool,Chelsea,H,3,1,H
Arsenal,Watford,H,3,1,H
Burnley,Brighton,A,1,1,D
Chelsea,Wolves,H,2,0,H
Crystal Palace,Tottenham,D,0,1,A
Everton,Bournemouth,A,1,2,A
Man City,Norwich,H,2,0,H
Newcastle,Liverpool,A,1,1,D
Southampton,Sheffield United,H,0,1,A
Liverpool,Leeds,H,3,2,H
West Brom,Leicester,A,0,0,D
Brighton,Chelsea,A,0,1,A
Sheffield United,Wolves,A,0,2,A
Everton,West Brom,H,2,1,H
Leeds,Fulham,H,2,1,H
Newcastle,Brighton,A,0,2,A
Aston Villa,Sheffield United,H,0,0,D
Wolves,Man City,A,0,2,A
Brighton,Man United,A,1,1,D
Crystal Palace,Everton,A,1,2,A
West Brom,Chelsea,D,3,0,H
Burnley,Southampton,A,0,1,A
Sheffield United,Leeds,A,0,0,D
Tottenham,Newcastle,D,1,0,H
Man City,Leicester,A,1,1,D
West Ham,Wolves,H,1,0,H
Liverpool,Arsenal,H,2,1,H
Everton,Brighton,H,2,1,H
Leeds,Man City,D,0,1,A
Newcastle,Burnley,H,1,0,H
Leicester,West Ham,A,0,2,A
Man United,Tottenham,A,1,4,A
Aston Villa,Liverpool,H,4,1,H
Chelsea,Southampton,D,2,1,H
Sheffield United,Fulham,D,0,0,D
Crystal Palace,Brighton,D,1,0,H
Tottenham,West Ham,D,3,0,H
West Brom,Burnley,D,0,0,D
Leeds,Wolves,A,0,0,D
Aston Villa,Leeds,A,0,0,D
West Ham,Man City,D,1,0,H
Liverpool,Sheffield United,H,1,1,D
Arsenal,Leicester,A,0,0,D
Brighton,West Brom,D,1,0,H
Wolves,Crystal Palace,H,2,0,H
Sheffield United,Man City,A,0,1,A
Aston Villa,Southampton,A,0,3,A
Leeds,Leicester,A,0,2,A
Everton,Man United,A,1,2,A
Crystal Palace,Leeds,H,3,1,H
Chelsea,Sheffield United,H,2,1,H
Leicester,Wolves,H,1,0,H
Arsenal,Aston Villa,A,0,1,A
Aston Villa,Brighton,A,0,1,A
Fulham,Everton,A,1,3,A
Sheffield United,West Ham,A,0,0,D
Leeds,Arsenal,D,0,0,D
Liverpool,Leicester,H,2,0,H
Brighton,Liverpool,D,0,0,D
Everton,Leeds,A,0,0,D
West Brom,Sheffield United,H,1,0,H
Southampton,Man United,A,2,0,H
Arsenal,Wolves,A,1,2,A
Leicester,Fulham,A,0,2,A
West Ham,Aston Villa,H,1,1,D
Burnley,Everton,D,1,1,D
Chelsea,Leeds,H,1,1,D
West Brom,Crystal Palace,A,1,1,D
Sheffield United,Leicester,A,1,1,D
Brighton,Southampton,A,1,1,D
Leeds,West Ham,A,1,1,D
Wolves,Aston Villa,A,0,0,D
Southampton,Sheffield United,H,1,0,H
Fulham,Liverpool,D,1,0,H
Arsenal,Burnley,A,0,0,D
Leicester,Brighton,H,3,0,H
Wolves,Chelsea,H,0,0,D
Man City,West Brom,D,1,1,D
Arsenal,Southampton,D,0,1,A
Leeds,Newcastle,H,1,1,D
Leicester,Everton,A,0,1,A
Fulham,Brighton,D,0,0,D
West Ham,Crystal Palace,D,0,1,A
Aston Villa,Burnley,D,0,0,D
Sheffield United,Man United,A,1,2,A
Crystal Palace,Liverpool,A,0,3,A
Everton,Arsenal,H,2,1,H
Brighton,Sheffield United,D,0,0,D
Tottenham,Leicester,A,0,1,A
Man United,Leeds,H,4,1,H
West Brom,Aston Villa,A,0,1,A
Fulham,Southampton,D,0,0,D
Leeds,Burnley,H,1,0,H
West Ham,Brighton,D,0,1,A
Liverpool,West Brom,D,1,0,H
Wolves,Tottenham,D,0,1,A
Crystal Palace,Leicester,D,0,0,D
Chelsea,Aston Villa,D,1,0,H
Brighton,Arsenal,A,0,0,D
Burnley,Sheffield United,H,1,0,H
West Brom,Leeds,A,0,4,A
Newcastle,Liverpool,D,0,0,D
Everton,West Ham,A,0,0,D
Crystal Palace,Sheffield United,H,2,0,H
Brighton,Wolves,D,1,3,A
West Brom,Arsenal,A,0,2,A
Newcastle,Leicester,A,0,0,D
Chelsea,Man City,A,0,3,A
Southampton,Liverpool,H,1,0,H
Sheffield United,Newcastle,H,0,0,D
Wolves,Everton,A,1,1,D
Tottenham,Fulham,D,1,0,H
Arsenal,Crystal Palace,D,0,0,D
Wolves,West Brom,A,2,1,H
Leeds,Brighton,A,0,1,A
Sheffield United,Tottenham,A,0,2,A
West Ham,West Brom,H,1,0,H
Leicester,Chelsea,H,2,0,H
Liverpool,Burnley,A,0,0,D
Crystal Palace,West Ham,A,1,2,A
Southampton,Arsenal,A,1,2,A
West Brom,Man City,A,0,4,A
Burnley,Aston Villa,H,0,1,A
Brighton,Fulham,D,0,0,D
Everton,Leicester,D,1,0,H
Man United,Sheffield United,A,0,1,A
Everton,Newcastle,A,0,0,D
Crystal Palace,Wolves,H,0,0,D
Man City,Sheffield United,H,1,0,H
Leicester,Leeds,A,1,1,D
Brighton,Tottenham,H,1,0,H
Sheffield United,West Brom,H,0,1,A
Wolves,Arsenal,H,1,1,D
Man United,Southampton,H,4,0,H
Newcastle,Crystal Palace,A,1,2,A
Burnley,Man City,A,0,2,A
Fulham,Leicester,A,0,2,A
Leeds,Everton,A,0,2,A
Liverpool,Brighton,A,0,0,D
Burnley,Brighton,D,0,1,A
Man United,Everton,D,2,0,H
Leeds,Crystal Palace,H,1,0,H
Crystal Palace,Burnley,A,0,2,A
Brighton,Aston Villa,D,0,0,D
Southampton,Wolves,A,1,0,H
West Brom,Man United,D,1,1,D
Arsenal,Leeds,H,3,0,H
Everton,Fulham,A,0,0,D
Wolves,Leeds,H,0,0,D
Southampton,Chelsea,D,1,0,H
Liverpool,Everton,A,0,1,A
Fulham,Sheffield United,H,0,0,D
Aston Villa,Leicester,A,0,2,A
Man United,Newcastle,H,1,1,D
Brighton,Crystal Palace,A,0,1,A
Man City,West Ham,H,1,1,D
Newcastle,Wolves,D,0,0,D
Crystal Palace,Fulham,D,0,0,D
Burnley,Leicester,D,1,1,D
Sheffield United,Aston Villa,H,1,0,H
Fulham,Tottenham,A,0,1,A
Sheffield United,Southampton,A,0,1,A
Brighton,Leicester,A,1,0,H
Tottenham,Crystal Palace,H,1,1,D
West Ham,Leeds,H,2,0,H
Crystal Palace,West Brom,H,1,0,H
Everton,Burnley,A,1,2,A
Southampton,Brighton,A,1,1,D
Arsenal,Tottenham,H,1,1,D
Man United,West Ham,H,0,0,D
Fulham,Leeds,A,1,1,D
Brighton,Newcastle,H,1,0,H
West Ham,Arsenal,D,3,1,H
Chelsea,West Brom,A,1,2,A
Leeds,Sheffield United,H,1,1,D
Southampton,Burnley,H,2,2,D
Newcastle,Tottenham,D,1,2,A
Man United,Brighton,H,0,1,A
Wolves,West Ham,A,1,3,A
Fulham,Wolves,A,0,0,D
Liverpool,Aston Villa,H,0,1,A
Crystal Palace,Chelsea,A,0,3,A
Burnley,Newcastle,A,1,0,H
West Ham,Leicester,H,2,0,H
Tottenham,Man United,A,1,0,H
Sheffield United,Arsenal,A,0,1,A
West Brom,Southampton,H,2,0,H
Wolves,Sheffield United,H,0,0,D
Leeds,Liverpool,D,0,1,A
Chelsea,Brighton,D,0,0,D
Tottenham,Southampton,H,0,1,A
Aston Villa,Man City,A,1,2,A
Leicester,West Brom,H,3,0,H
Arsenal,Everton,A,0,0,D
Liverpool,Newcastle,D,1,0,H
Sheffield United,Brighton,H,1,0,H
Wolves,Burnley,A,0,3,A
Aston Villa,West Brom,D,1,1,D
Leicester,Crystal Palace,H,0,1,A
Brighton,Leeds,H,1,0,H
Tottenham,Sheffield United,H,1,0,H
Burnley,West Ham,A,1,2,A
Leicester,Newcastle,A,0,2,A
Leeds,Tottenham,H,2,1,H
Sheffield United,Crystal Palace,A,0,1,A
Wolves,Brighton,H,0,1,A
Fulham,Burnley,A,0,2,A
Man United,Leicester,A,1,1,D
Chelsea,Arsenal,A,0,1,A
Newcastle,Man City,A,2,2,D
Burnley,Leeds,A,0,1,A
Southampton,Fulham,H,1,0,H
Crystal Palace,Aston Villa,H,1,2,A
Tottenham,Wolves,H,1,0,H
West Brom,Liverpool,A,1,1,D
Man United,Fulham,D,1,0,H
Brighton,Man City,H,0,1,A
Everton,Wolves,H,0,0,D
Newcastle,Sheffield United,H,1,0,H
Tottenham,Aston Villa,A,1,2,A
Burnley,Liverpool,A,0,1,A
West Brom,West Ham,A,1,1,D
Arsenal,Brighton,H,0,0,D
Fulham,Newcastle,A,0,1,A
Leeds,West Brom,H,2,0,H
Leicester,Tottenham,A,1,1,D
Liverpool,Crystal Palace,H,1,0,H
Man City,Everton,H,2,0,H
Sheffield United,Burnley,H,1,0,H
West Ham,Southampton,H,2,0,H
Wolves,Man United,A,1,2,A
Brentford,Arsenal,H,1,0,H
Burnley,Brighton,A,1,0,H
Watford,Aston Villa,H,2,0,H
Norwich,Liverpool,A,0,1,A
Newcastle,West Ham,A,2,1,H
Crystal Palace,Brentford,D,0,0,D
Leeds,Everton,D,1,1,D
Brighton,Watford,H,2,0,H
Man City,Arsenal,H,3,0,H
Aston Villa,Brentford,D,1,1,D
Brighton,Everton,A,0,1,A
Newcastle,Southampton,D,0,0,D
Norwich,Leicester,A,1,1,D
West Ham,Crystal Palace,D,1,0,H
Burnley,Leeds,D,0,0,D
Brentford,Brighton,A,0,0,D
Watford,Wolves,A,0,0,D
Newcastle,Leeds,D,1,1,D
Wolves,Brentford,A,0,2,A
Man City,Southampton,D,0,0,D
Norwich,Watford,A,1,1,D
Aston Villa,Everton,H,0,0,D
Brighton,Leicester,H,1,0,H
West Ham,Man United,A,1,1,D
Tottenham,Chelsea,A,0,0,D
Man United,Aston Villa,A,0,0,D
Leeds,West Ham,A,1,0,H
Leicester,Burnley,D,1,2,A
Brentford,Liverpool,D,1,1,D
Southampton,Wolves,A,0,0,D
Arsenal,Tottenham,H,3,0,H
Man United,Everton,D,1,0,H
Burnley,Norwich,D,0,0,D
Leeds,Watford,H,1,0,H
Wolves,Newcastle,H,1,1,D
Brighton,Arsenal,D,0,0,D
Crystal Palace,Leicester,D,0,2,A
West Ham,Brentford,A,0,1,A
Leicester,Man United,H,1,1,D
Norwich,Brighton,D,0,0,D
Southampton,Leeds,H,0,0,D
Brentford,Chelsea,A,0,1,A
Newcastle,Tottenham,A,1,3,A
Everton,Watford,A,1,1,D
Leeds,Wolves,D,0,1,A
Southampton,Burnley,D,1,1,D
Brighton,Man City,A,0,3,A
Brentford,Leicester,A,0,1,A
Man United,Liverpool,A,0,4,A
Burnley,Brentford,H,3,0,H
Liverpool,Brighton,D,2,1,H
Man City,Crystal Palace,A,0,1,A
Norwich,Leeds,A,0,0,D
Aston Villa,West Ham,A,1,2,A
Wolves,Everton,H,2,0,H
Brentford,Norwich,A,0,2,A
Brighton,Newcastle,D,1,0,H
Leeds,Leicester,D,1,1,D
West Ham,Liverpool,H,1,1,D
Aston Villa,Brighton,H,0,0,D
Burnley,Crystal Palace,D,2,3,A
Newcastle,Brentford,D,2,2,D
Watford,Man United,H,2,0,H
Tottenham,Leeds,H,0,1,A
Norwich,Wolves,D,0,0,D
Brighton,Leeds,D,0,0,D
Brentford,Everton,H,1,0,H
Leicester,Watford,H,3,1,H
Leeds,Crystal Palace,H,0,0,D
Southampton,Leicester,D,2,1,H
West Ham,Brighton,D,1,0,H
Wolves,Burnley,D,0,0,D
Tottenham,Brentford,H,1,0,H
Man United,Arsenal,H,1,1,D
West Ham,Chelsea,H,1,2,A
Leeds,Brentford,D,1,0,H
Everton,Arsenal,H,0,1,A
Brentford,Watford,H,0,1,A
Burnley,West Ham,D,0,0,D
Crystal Palace,Everton,H,1,0,H
Man City,Leeds,H,3,0,H
Brighton,Wolves,A,0,1,A
Crystal Palace,Southampton,D,1,2,A
Wolves,Chelsea,D,0,0,D
Tottenham,Liverpool,D,1,1,D
Man City,Leicester,H,4,0,H
Norwich,Arsenal,A,0,2,A
Tottenham,Crystal Palace,H,2,0,H
Aston Villa,Chelsea,A,1,1,D
Brighton,Brentford,H,2,0,H
Newcastle,Man United,D,1,0,H
Crystal Palace,Norwich,H,3,0,H
Watford,West Ham,A,1,2,A
Chelsea,Brighton,D,1,0,H
Brentford,Man City,A,0,1,A
Man United,Burnley,H,3,1,H
Arsenal,Man City,A,1,0,H
Watford,Tottenham,A,0,0,D
Crystal Palace,West Ham,A,0,3,A
Brentford,Aston Villa,H,1,1,D
Everton,Brighton,A,0,2,A
Chelsea,Liverpool,D,2,2,D
Man United,Wolves,A,0,0,D
Southampton,Brentford,H,2,1,H
Newcastle,Watford,D,0,0,D
Norwich,Everton,H,2,0,H
Wolves,Southampton,H,1,0,H
Aston Villa,Man United,D,0,1,A
Liverpool,Brentford,H,1,0,H
