Season,HomeTeam,AwayTeam,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeCorners,AwayCorners,HomeFouls,AwayFouls,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards
20,42,29,0,0,1,0,0,1,13,9,3,5,9,7,11,10,0,0,0,0
20,24,18,0,1,0,0,1,0,16,10,3,3,9,4,10,8,2,3,0,0
20,26,27,0,2,0,0,1,0,23,8,6,6,6,2,9,12,0,3,0,0
20,40,15,4,1,2,1,1,1,12,5,5,1,1,5,8,17,2,3,0,0
20,13,17,2,0,2,1,0,2,19,7,9,1,7,3,11,12,0,3,0,0
20,43,22,2,0,2,2,0,2,16,17,5,2,6,6,9,9,1,1,0,0
20,26,36,5,2,2,3,1,2,17,11,10,6,5,5,6,4,1,0,0,0
20,29,1,1,1,1,0,0,1,12,15,3,6,2,2,10,10,2,3,0,0
20,22,13,0,0,1,0,0,1,7,15,4,8,8,5,16,6,3,0,0,0
20,15,42,1,0,2,1,0,2,6,12,4,1,3,2,16,15,3,1,0,0
20,17,10,1,2,0,1,2,0,14,14,4,5,7,4,9,6,0,4,0,0
20,18,26,0,3,0,0,0,1,3,8,0,7,4,2,14,13,0,0,0,0
20,36,9,1,2,0,1,1,1,9,8,4,6,4,5,11,10,0,0,0,0
20,23,35,5,0,2,1,0,2,19,1,10,0,9,1,10,9,0,2,0,0
20,0,40,2,1,2,1,1,1,13,6,3,3,6,3,12,14,1,2,0,1
20,27,43,1,0,2,0,0,1,15,7,4,0,6,3,12,2,4,0,0,0
20,45,24,0,1,0,0,1,0,10,12,5,4,3,2,17,10,2,1,0,0
20,18,22,1,2,0,1,1,1,13,13,6,4,13,7,13,12,2,2,0,0
20,9,29,3,0,2,1,0,2,11,3,6,1,3,1,12,5,0,1,0,0
20,43,0,3,3,1,3,1,2,15,16,5,7,3,5,18,8,3,1,0,0
20,1,40,0,2,0,0,1,0,8,9,1,3,5,8,18,13,3,2,0,0
20,13,42,2,5,0,1,2,0,18,14,8,7,10,3,11,6,1,1,1,0
20,22,35,2,1,2,1,1,1,23,9,8,1,5,7,12,13,1,2,0,0
20,23,26,0,2,0,0,0,1,5,11,2,4,1,1,13,12,2,3,0,0
20,0,24,0,3,0,0,0,1,3,16,2,7,1,2,10,10,1,1,0,0
20,36,10,3,2,2,2,2,1,24,7,9,5,6,7,11,10,0,0,0,0
20,29,40,2,2,1,1,2,0,22,11,6,5,7,3,13,14,3,2,0,0
20,1,18,3,1,2,0,0,1,14,15,4,7,4,4,14,20,1,2,0,0
20,27,9,2,1,2,0,1,0,15,5,7,3,5,6,14,7,2,2,0,0
20,17,15,1,1,1,0,0,1,15,13,7,6,3,4,10,10,2,0,0,0
20,45,43,2,3,0,1,3,0,20,9,5,6,4,2,9,9,1,4,0,0
20,18,45,0,1,0,0,0,1,14,7,3,3,3,4,11,8,0,0,0,0
20,26,22,1,2,0,0,1,0,29,2,7,2,9,3,12,15,3,1,0,1
20,24,1,2,1,2,0,1,0,23,9,10,5,7,0,16,11,2,4,0,0
20,15,13,1,4,0,0,3,0,1,23,1,10,0,8,7,12,1,0,0,0
20,10,29,1,2,0,1,0,2,24,10,4,5,13,3,11,12,1,0,0,0
20,43,23,3,2,2,2,0,2,4,15,4,5,1,9,7,13,3,3,0,0
20,40,27,1,3,0,1,0,2,12,12,3,7,7,5,11,15,1,5,0,0
20,35,0,0,3,0,0,1,0,7,14,2,5,2,4,9,6,1,1,0,0
20,42,36,3,0,2,2,0,2,15,14,6,4,5,10,12,11,0,1,0,0
20,9,17,0,0,1,0,0,1,23,8,3,1,10,3,12,7,1,2,0,0
20,17,40,2,2,1,1,1,1,18,12,7,3,6,3,8,8,1,1,0,0
20,29,43,3,2,2,2,0,2,16,16,8,6,3,8,9,7,2,0,0,1
20,45,35,1,0,2,0,0,1,10,8,5,2,3,3,8,15,1,2,0,0
20,0,18,1,1,1,0,0,1,18,3,5,1,11,1,9,11,0,3,0,0
20,27,10,3,1,2,0,0,1,17,10,9,3,8,3,9,12,1,2,0,0
20,22,24,1,1,1,0,1,0,12,17,5,7,10,8,17,15,2,1,0,0
20,13,9,0,0,1,0,0,1,7,11,4,2,0,3,8,9,2,0,0,1
20,40,36,2,1,2,0,1,0,12,10,3,5,5,5,10,14,2,1,0,0
20,1,26,1,2,0,1,2,0,8,13,3,3,1,11,12,7,0,1,1,1
20,23,42,3,0,2,3,0,2,17,4,7,1,7,3,13,12,0,2,0,0
20,0,17,0,1,0,0,0,1,14,8,3,1,7,3,13,10,1,3,0,0
20,24,29,1,1,1,1,0,2,22,7,9,4,6,3,9,7,2,1,0,0
20,43,13,0,1,0,0,1,0,9,17,2,6,4,2,9,11,0,4,1,0
20,35,9,1,0,2,1,0,2,7,17,3,4,2,12,13,7,3,0,0,0
20,45,10,0,4,0,0,3,0,12,14,2,7,8,5,8,9,1,2,0,0
20,22,27,0,0,1,0,0,1,6,16,3,4,2,6,21,11,4,1,0,0
20,1,42,2,2,1,1,1,1,24,10,11,4,11,4,14,9,0,2,0,0
20,23,15,2,1,2,0,1,0,13,4,5,2,7,2,13,12,0,1,0,0
20,36,23,1,1,1,0,0,1,5,23,3,9,0,10,9,13,1,0,1,0
20,15,26,0,2,0,0,0,1,9,20,4,3,2,6,9,10,2,0,0,0
20,9,22,2,0,2,1,0,2,17,11,5,2,2,9,17,6,1,1,0,0
20,13,18,2,0,2,1,0,2,9,10,5,3,1,8,15,8,1,1,0,0
20,17,1,1,2,0,1,1,1,16,13,3,5,3,6,10,13,0,2,0,0
20,29,0,0,2,0,0,1,0,5,19,1,5,3,7,10,9,2,1,1,0
20,40,35,4,0,2,1,0,2,20,8,11,1,6,6,8,9,1,1,0,0
20,42,45,1,1,1,0,1,0,10,20,4,10,5,6,17,11,2,0,0,0
20,10,43,1,2,0,1,2,0,8,22,3,4,5,4,4,8,2,1,0,0
20,23,29,2,4,0,0,2,0,25,14,9,6,9,6,12,9,1,1,0,0
20,22,40,3,1,2,2,1,2,16,11,7,3,8,6,12,10,1,2,0,0
20,35,15,0,2,0,0,1,0,7,21,0,8,5,11,11,8,1,1,0,0
20,26,13,1,2,0,1,0,2,16,12,4,5,6,2,12,10,2,0,0,0
20,24,36,2,0,2,1,0,2,14,12,6,6,8,4,10,6,0,1,0,0
20,45,9,2,1,2,0,1,0,16,5,6,3,10,5,12,7,2,2,0,2
20,1,27,1,3,0,1,0,2,11,18,5,7,5,6,13,18,1,1,1,0
20,43,17,0,1,0,0,1,0,11,9,0,3,5,6,8,10,2,1,0,0
20,0,42,3,1,2,2,0,2,15,12,7,1,6,6,7,9,1,2,0,0
20,18,10,0,2,0,0,2,0,21,14,3,5,8,4,11,10,2,0,0,0
20,27,23,1,2,0,1,1,1,4,12,1,3,3,4,9,12,0,0,0,0
20,36,15,3,1,2,1,1,1,13,11,6,4,12,8,20,13,2,3,0,0
20,13,0,0,1,0,0,1,0,19,5,5,2,9,1,7,6,0,1,0,0
20,1,17,0,0,1,0,0,1,13,15,2,5,9,1,9,12,2,0,0,0
20,27,24,2,4,0,1,2,0,18,17,3,8,6,4,10,12,3,0,0,0
20,29,26,3,4,0,2,2,1,11,15,5,6,4,5,11,10,2,2,0,0
20,10,22,0,4,0,0,1,0,16,16,4,6,6,8,10,10,1,1,0,0
20,36,18,3,1,2,1,0,2,11,10,7,3,6,5,9,15,0,1,0,0
20,9,43,1,1,1,0,0,1,10,15,2,3,3,3,7,5,1,1,0,0
20,15,1,3,2,2,1,2,0,23,19,8,5,7,7,23,13,3,2,0,0
20,40,45,2,0,2,1,0,2,24,15,13,3,10,3,8,11,1,0,0,0
20,42,24,1,2,0,1,1,1,10,26,3,6,9,13,7,14,0,0,0,0
20,17,35,0,1,0,0,1,0,16,10,6,3,11,4,8,12,1,3,0,0
20,27,18,1,1,1,1,0,2,13,8,6,5,6,1,10,15,2,3,0,0
20,36,22,0,2,0,0,0,1,18,15,3,7,4,5,10,12,0,3,0,0
20,9,26,3,2,2,0,1,0,19,8,6,4,5,3,13,11,3,3,0,1
20,13,23,2,1,2,0,0,1,17,7,6,3,6,5,15,16,2,4,0,0
20,17,45,1,0,2,0,0,1,14,9,4,3,7,12,11,11,0,2,0,0
20,29,35,1,0,2,1,0,2,16,11,5,1,5,2,7,7,0,2,0,0
20,40,1,1,2,0,1,2,0,10,20,4,4,4,5,14,13,1,1,0,0
20,15,0,1,3,0,0,1,0,12,6,6,3,6,7,7,7,2,1,0,0
20,10,24,0,3,0,0,1,0,10,20,4,3,6,7,10,7,0,0,0,0
20,42,43,1,3,0,1,1,1,14,21,4,9,6,8,8,11,2,2,0,0
20,0,9,2,0,2,0,0,1,16,5,5,1,11,3,10,8,0,0,0,0
20,1,13,2,1,2,1,0,2,6,23,3,7,2,9,11,12,3,3,0,1
20,18,29,0,2,0,0,1,0,14,10,0,4,5,4,12,6,1,0,0,0
20,22,42,3,1,2,2,0,2,17,14,9,5,8,3,12,12,2,1,0,0
20,23,40,2,4,0,1,1,1,10,11,6,4,8,7,9,8,0,2,0,0
20,24,15,2,0,2,1,0,2,19,5,5,4,14,1,10,8,2,2,0,0
20,26,17,5,0,2,2,0,2,21,8,11,3,7,5,8,10,2,2,0,0
20,35,10,1,0,2,1,0,2,12,10,3,3,8,9,11,1,3,1,0,0
20,43,36,3,0,2,2,0,2,14,17,7,5,2,3,5,9,0,3,0,0
20,45,27,1,2,0,1,2,0,14,9,4,4,6,2,14,3,4,1,0,0
21,8,0,2,0,2,1,0,2,8,22,3,4,2,5,12,8,0,0,0,0
21,27,22,5,1,2,1,0,2,16,10,8,3,5,4,11,9,1,2,0,0
21,10,9,1,2,0,1,0,2,14,14,3,8,7,6,10,7,2,1,0,0
21,13,15,3,0,2,2,0,2,13,4,6,1,5,2,15,11,0,0,0,0
21,17,36,3,1,2,0,1,0,14,6,6,3,6,8,13,15,2,0,0,0
21,23,45,1,0,2,1,0,2,9,17,5,3,5,4,6,10,1,2,0,0
21,41,1,3,2,2,2,0,2,13,11,7,2,2,4,18,13,3,1,0,0
21,30,24,0,3,0,0,1,0,14,19,3,8,3,11,4,14,1,1,0,0
21,29,43,2,4,0,2,1,2,17,8,3,9,7,6,4,3,1,0,0,0
21,40,26,1,0,2,0,0,1,13,18,3,4,3,11,11,8,2,1,0,0
21,24,10,2,0,2,1,0,2,27,9,9,3,8,4,6,12,0,0,0,0
21,1,29,2,0,2,1,0,2,10,9,2,1,3,4,8,18,3,4,0,0
21,15,8,0,0,1,0,0,1,7,14,2,3,3,5,12,9,3,1,0,0
21,22,17,2,2,1,1,1,1,17,17,4,8,8,5,6,13,2,4,0,0
21,26,30,5,0,2,2,0,2,16,1,4,0,6,1,13,7,1,0,0,0
21,9,41,2,0,2,2,0,2,13,10,3,1,7,2,11,6,4,0,0,0
21,36,27,1,1,1,1,0,2,8,15,3,4,7,7,12,10,2,3,0,0
21,45,40,0,1,0,0,1,0,25,8,6,6,5,4,9,7,1,4,0,0
21,0,13,0,2,0,0,2,0,6,22,3,5,9,8,10,4,3,0,0,0
21,43,23,4,1,2,1,0,2,13,5,7,1,10,0,8,8,0,1,0,1
21,26,0,5,0,2,3,0,2,25,1,10,0,14,0,5,7,1,2,0,1
21,1,8,1,1,1,1,1,1,7,9,5,2,3,2,15,14,3,3,0,0
21,9,17,0,2,0,0,1,0,14,14,3,5,4,5,7,9,1,2,0,0
21,29,36,2,2,1,0,0,1,10,22,5,6,4,4,11,6,3,3,0,0
21,30,23,1,2,0,1,1,1,14,9,4,3,9,9,8,9,2,1,0,0
21,43,15,2,2,1,1,0,2,14,9,4,2,5,3,10,7,1,0,0,0
21,24,13,1,1,1,1,1,1,24,6,7,3,12,3,13,4,0,2,0,1
21,10,22,1,1,1,0,0,1,12,12,3,2,5,5,13,9,4,3,0,0
21,40,41,1,0,2,1,0,2,15,9,8,2,10,3,8,14,3,3,0,0
21,45,27,0,1,0,0,0,1,15,10,6,3,5,7,7,9,3,4,0,0
21,15,40,3,0,2,0,0,1,18,2,4,1,8,2,13,15,2,1,0,1
21,0,30,1,0,2,0,0,1,30,10,7,1,8,4,9,11,1,2,0,0
21,8,9,0,1,0,0,0,1,7,4,1,2,1,6,9,12,3,2,0,0
21,23,26,0,1,0,0,0,1,6,25,1,8,5,8,4,11,1,2,0,0
21,27,29,4,1,2,1,0,2,21,12,7,3,7,3,9,2,1,0,0,0
21,36,43,0,0,1,0,0,1,11,13,3,3,5,4,10,12,3,1,0,1
21,41,45,0,2,0,0,0,1,6,14,2,5,6,8,15,13,3,3,0,0
21,13,1,3,0,2,1,0,2,12,18,4,6,4,11,11,11,1,4,0,0
21,22,24,0,3,0,0,1,0,9,30,4,9,2,11,9,8,2,1,1,0
21,17,10,3,1,2,0,0,1,14,11,6,6,4,6,3,6,1,1,0,0
21,29,22,1,1,1,1,1,1,17,22,7,9,4,5,9,11,2,2,0,0
21,45,8,0,2,0,0,2,0,11,9,0,3,4,2,10,7,4,2,0,1
21,10,0,0,1,0,0,1,0,18,13,3,3,8,3,9,8,2,1,0,0
21,24,15,3,0,2,1,0,2,25,13,10,2,10,5,17,11,3,1,0,0
21,26,36,0,0,1,0,0,1,18,10,1,2,8,5,5,12,0,2,0,0
21,30,41,1,3,0,1,1,1,12,12,5,8,4,8,10,14,1,1,0,0
21,1,17,3,0,2,0,0,1,15,11,3,1,5,4,7,10,1,1,0,0
21,9,23,2,1,2,1,0,2,12,14,5,3,4,9,8,10,2,1,0,0
21,43,27,1,2,0,1,1,1,13,17,4,10,2,11,5,8,0,0,0,0
21,40,13,0,3,0,0,0,1,8,20,2,10,5,11,4,15,0,1,0,0
21,13,26,0,1,0,0,0,1,5,15,0,4,4,13,12,10,3,2,0,0
21,27,1,0,1,0,0,0,1,28,7,4,3,5,5,9,13,2,2,0,0
21,17,30,2,0,2,1,0,2,11,10,4,2,6,4,12,9,2,3,0,0
21,22,43,1,2,0,1,0,2,15,20,5,7,5,7,10,6,3,2,0,0
21,23,10,2,2,1,1,2,0,22,9,5,3,8,4,10,8,2,4,0,0
21,41,29,1,1,1,0,1,0,15,20,4,6,5,6,19,12,4,3,0,0
21,8,24,3,3,1,1,1,1,12,16,4,6,2,11,8,7,1,1,0,0
21,36,45,0,1,0,0,0,1,18,5,6,3,5,5,12,8,0,0,0,0
21,0,40,3,1,2,3,0,2,12,10,7,4,4,4,12,13,2,1,0,0
21,15,9,1,1,1,1,0,2,8,8,3,4,6,5,12,10,2,3,0,0
21,27,17,1,1,1,1,0,2,13,12,6,2,10,1,10,9,1,1,0,0
21,10,30,0,0,1,0,0,1,14,10,4,2,9,5,13,3,5,2,0,0
21,13,36,3,1,2,1,0,2,20,6,9,2,7,2,11,13,1,3,0,1
21,22,41,1,0,2,1,0,2,20,5,4,1,6,3,10,16,0,3,0,0
21,45,29,2,1,2,1,1,1,7,8,3,2,0,4,15,5,0,2,0,0
21,9,0,0,0,1,0,0,1,21,8,2,2,8,5,8,5,2,1,0,0
21,15,23,2,2,1,0,2,0,18,9,4,5,1,3,15,11,2,3,0,0
21,40,1,2,1,2,1,0,2,17,14,8,3,5,8,11,14,2,1,0,0
21,43,8,1,2,0,0,1,0,18,13,5,6,11,6,16,13,2,3,0,0
21,24,26,2,2,1,0,0,1,6,12,4,3,3,4,10,12,3,3,0,0
21,41,24,0,5,0,0,2,0,6,19,2,8,1,9,4,10,0,0,0,0
21,1,45,2,3,0,0,0,1,14,9,5,4,6,7,8,17,2,3,0,0
21,23,27,4,2,2,1,1,1,22,18,11,6,4,3,5,17,0,3,0,0
21,26,10,2,0,2,1,0,2,15,7,6,2,6,2,11,5,1,0,0,0
21,30,9,0,0,1,0,0,1,15,11,3,3,8,4,5,14,3,5,0,0
21,36,22,1,0,2,0,0,1,19,3,5,0,8,1,16,14,2,3,0,0
21,8,13,0,1,0,0,1,0,17,5,7,1,5,5,13,8,1,1,0,0
21,17,43,0,1,0,0,0,1,15,16,2,4,7,9,3,3,0,2,0,0
21,29,40,2,3,0,1,3,0,7,14,1,4,2,9,13,4,4,1,1,0
21,0,15,2,2,1,1,0,2,17,9,6,6,6,4,7,4,1,1,0,0
21,0,1,3,1,2,2,0,2,22,10,9,4,7,4,17,10,2,5,0,0
21,13,30,7,0,2,3,0,2,23,3,13,1,5,0,14,16,0,2,0,1
21,15,29,1,1,1,0,0,1,15,6,3,2,3,7,13,9,3,4,0,0
21,17,41,2,5,0,1,1,1,15,20,4,8,3,5,9,13,4,3,0,0
21,22,45,1,1,1,0,1,0,18,8,4,4,6,3,15,14,2,3,0,0
21,36,10,2,2,1,1,1,1,16,9,4,5,6,2,10,11,1,3,0,0
21,9,26,1,4,0,0,3,0,10,23,5,14,7,6,10,6,2,3,0,0
21,8,23,1,2,0,0,1,0,15,10,5,6,9,2,13,7,1,1,0,0
21,43,40,1,0,2,0,0,1,13,7,4,4,2,4,11,4,2,1,0,0
21,27,24,0,5,0,0,4,0,12,19,4,8,6,3,10,8,6,0,1,0
21,23,0,0,2,0,0,2,0,16,9,8,5,7,6,8,11,2,0,0,0
21,10,8,3,1,2,3,0,2,15,12,6,5,4,2,7,10,1,1,0,0
21,24,9,2,2,1,2,1,2,14,9,3,6,5,3,8,5,2,2,0,0
21,26,15,0,2,0,0,1,0,14,8,3,3,7,1,11,11,2,3,1,0
21,29,13,0,3,0,0,0,1,6,19,1,6,0,2,14,12,3,2,0,0
21,41,36,0,1,0,0,1,0,10,12,4,1,5,8,16,6,2,2,0,0
21,40,27,0,3,0,0,1,0,9,10,0,4,10,2,12,14,2,3,0,0
21,30,22,1,2,0,0,0,1,14,13,3,6,5,0,14,23,1,4,0,0
21,1,43,1,4,0,1,2,0,9,21,3,9,3,6,7,13,1,2,1,0
21,45,17,2,1,2,2,0,2,10,14,4,5,4,3,10,8,1,1,0,0
21,36,1,1,0,2,1,0,2,9,14,3,3,10,8,12,12,2,2,0,0
21,27,26,0,2,0,0,2,0,5,16,1,5,1,9,9,12,1,2,0,0
21,8,30,1,2,0,0,2,0,19,9,7,5,6,2,12,13,2,3,0,0
21,13,10,1,1,1,1,0,2,25,5,4,2,14,2,6,9,1,4,0,0
21,15,45,2,0,2,0,0,1,13,4,6,2,4,6,14,13,2,1,0,0
21,9,29,1,1,1,1,0,2,14,6,5,1,2,5,16,10,3,4,1,0
21,0,41,1,0,2,0,0,1,14,7,6,1,4,2,6,19,4,2,0,1
21,17,40,0,0,1,0,0,1,12,8,2,0,4,2,13,17,2,4,1,0
21,22,23,1,1,1,1,1,1,18,9,5,3,10,5,12,5,1,1,0,0
21,43,24,3,2,2,1,1,1,7,16,3,5,3,2,11,6,1,1,0,0
21,23,13,0,3,0,0,2,0,4,16,3,7,3,5,15,8,3,1,0,0
21,1,9,2,0,2,0,0,1,9,6,5,2,5,7,7,13,3,3,0,0
21,10,15,3,3,1,2,3,0,15,18,9,8,3,6,14,15,2,3,0,0
21,29,8,3,3,1,2,2,1,23,10,9,4,8,2,13,11,2,2,0,0
21,30,36,2,1,2,1,1,1,8,17,4,5,5,7,8,9,3,2,0,0
21,41,27,4,1,2,2,0,2,20,9,7,3,9,3,7,5,2,1,0,1
21,45,43,1,0,2,0,0,1,15,8,5,3,7,3,6,9,1,1,0,0
21,24,0,4,0,2,1,0,2,19,5,9,3,6,1,15,12,2,0,0,0
21,26,17,3,0,2,1,0,2,17,4,7,1,7,1,5,7,1,1,0,0
21,40,22,2,1,2,0,1,0,13,18,4,7,4,8,11,12,1,4,0,0
21,0,29,2,0,2,0,0,1,24,9,6,5,4,4,6,12,1,3,0,0
21,15,1,1,2,0,0,1,0,8,10,3,3,7,3,12,10,3,3,0,0
21,24,36,4,0,2,3,0,2,20,7,6,3,5,7,7,14,0,1,0,0
21,30,45,0,0,1,0,0,1,14,5,4,2,4,3,11,10,2,2,0,0
21,9,22,0,0,1,0,0,1,20,11,4,4,6,1,12,14,1,3,0,0
21,8,17,1,0,2,1,0,2,6,14,4,5,3,3,8,11,4,3,0,0
21,23,41,4,2,2,3,1,2,18,16,8,5,8,6,5,19,0,0,0,0
21,26,43,2,1,2,1,0,2,19,5,9,3,8,4,7,6,2,0,0,0
21,13,27,1,1,1,0,0,1,24,3,6,2,15,2,13,14,2,5,0,0
21,29,30,1,1,1,0,0,1,9,16,1,6,2,5,8,11,0,0,0,1
21,22,15,1,0,2,0,0,1,15,9,3,1,7,4,15,15,5,3,0,0
21,36,23,2,2,1,2,1,2,15,15,7,6,2,4,14,11,1,3,0,0
21,41,13,1,2,0,1,1,1,13,8,6,4,6,0,18,16,4,3,0,0
21,43,9,1,1,1,1,0,2,14,9,6,3,9,5,10,8,1,1,0,0
21,45,10,0,0,1,0,0,1,16,6,2,1,5,5,5,7,2,3,0,0
21,1,26,1,2,0,0,2,0,9,17,3,7,4,11,8,12,0,0,0,0
21,17,24,1,4,0,1,2,0,8,16,2,7,3,11,8,16,4,3,0,0
21,40,8,2,0,2,1,0,2,11,6,6,2,11,5,13,11,0,0,0,0
21,27,0,3,2,2,1,1,1,14,17,10,8,3,8,9,10,1,0,0,0
21,43,13,3,2,2,1,2,0,11,19,5,7,1,9,10,10,1,3,0,0
21,29,10,1,0,2,1,0,2,19,10,4,1,10,3,11,9,1,1,0,0
21,36,9,1,1,1,1,0,2,14,14,4,4,6,2,15,12,4,2,0,0
21,45,24,0,1,0,0,0,1,3,17,1,5,2,8,4,7,2,2,0,0
21,41,26,1,3,0,0,2,0,11,26,4,13,5,11,10,7,3,0,0,0
21,22,8,2,2,1,1,0,2,13,9,6,3,5,1,11,9,5,3,0,0
21,27,15,1,0,2,0,0,1,16,8,3,2,9,6,16,9,2,2,0,0
21,40,30,3,0,2,1,0,2,17,10,7,1,6,4,11,4,1,2,0,0
21,1,23,2,1,2,1,1,1,13,12,4,5,3,6,8,25,1,1,0,0
21,17,0,2,1,2,0,1,0,11,10,5,3,3,3,8,12,2,2,0,0
21,8,41,2,1,2,0,1,0,14,6,5,2,8,2,12,18,4,0,0,0
21,26,45,1,0,2,0,0,1,24,2,10,1,14,1,12,5,3,2,0,1
21,0,36,3,0,2,2,0,2,15,11,5,6,9,8,5,9,2,0,0,0
21,13,22,3,2,2,1,1,1,16,12,6,5,5,2,9,15,2,5,0,0
21,24,1,1,0,2,0,0,1,20,4,5,0,11,3,13,6,1,2,0,0
21,30,27,0,1,0,0,0,1,11,13,5,5,8,6,6,17,1,1,0,0
21,10,43,0,0,1,0,0,1,9,16,1,3,6,4,13,11,2,1,0,0
21,23,29,4,0,2,1,0,2,8,12,5,3,4,6,9,16,2,3,0,0
21,15,17,3,1,2,1,0,2,17,12,6,6,8,2,15,14,0,2,0,0
21,30,1,0,2,0,0,1,0,7,17,3,6,7,10,12,9,3,1,0,0
21,26,22,7,0,2,3,0,2,31,6,15,3,6,2,5,9,1,1,0,0
21,9,45,0,1,0,0,1,0,12,8,2,5,7,4,11,14,2,0,0,0
21,15,36,2,2,1,1,2,0,9,15,6,4,4,6,16,20,2,4,0,0
21,0,43,2,0,2,0,0,1,21,7,8,1,5,2,8,9,2,0,0,1
21,13,17,1,1,1,0,0,1,23,5,10,3,7,1,11,11,2,3,0,0
21,24,29,3,1,2,2,1,2,23,4,8,2,11,0,9,4,1,3,0,0
21,22,0,1,4,0,0,3,0,9,21,2,12,1,4,11,7,3,1,0,0
21,29,26,0,4,0,0,2,0,5,18,1,7,3,6,9,6,1,2,0,0
21,45,13,0,0,1,0,0,1,4,8,1,1,4,9,9,7,0,2,0,0
21,40,24,2,2,1,1,1,1,10,18,5,6,6,4,12,11,4,4,0,1
21,26,23,6,3,2,4,0,2,17,14,9,8,14,4,11,9,1,2,0,0
21,30,0,0,5,0,0,2,0,4,16,2,6,3,5,13,7,1,2,0,0
21,40,15,3,0,2,2,0,2,17,4,6,0,4,2,16,10,1,1,0,1
21,43,36,2,3,0,0,1,0,11,11,5,6,10,2,10,9,2,3,0,0
21,1,13,1,3,0,1,1,1,8,10,1,4,2,5,8,11,3,1,0,0
21,9,8,2,0,2,2,0,2,15,16,5,6,6,9,8,10,1,3,0,0
21,29,27,1,1,1,1,0,2,13,13,8,4,2,4,11,8,3,3,0,0
21,15,30,3,0,2,3,0,2,19,12,6,3,8,8,9,13,1,2,0,0
21,36,40,1,1,1,1,1,1,9,21,2,11,3,7,15,5,2,2,1,0
21,41,43,1,4,0,1,2,0,14,13,5,6,4,5,12,12,0,1,0,0
21,23,24,1,0,2,0,0,1,6,21,1,4,1,12,8,11,0,1,0,0
21,13,9,1,1,1,1,0,2,11,18,5,6,10,8,14,7,4,1,0,0
21,8,26,0,1,0,0,1,0,6,12,2,3,3,5,12,10,0,0,0,0
21,27,10,3,1,2,3,1,2,18,10,6,3,7,5,5,10,0,0,0,0
21,0,26,1,2,0,1,0,2,7,15,2,2,5,5,13,5,3,2,1,0
21,41,40,0,1,0,0,0,1,6,21,4,9,3,7,6,9,0,1,0,0
21,15,43,2,3,0,0,3,0,22,10,6,5,9,1,6,16,0,2,0,0
21,8,1,2,1,2,1,1,1,10,16,4,5,3,7,17,11,2,2,0,0
21,17,9,2,3,0,0,2,0,17,12,6,5,8,5,5,12,1,1,0,0
21,22,10,3,1,2,1,0,2,22,8,7,2,9,3,11,7,2,1,0,0
21,13,24,2,2,1,2,2,1,15,10,6,6,6,7,5,13,1,2,0,0
21,27,45,0,1,0,0,0,1,9,19,2,6,3,8,9,8,3,1,0,0
21,36,8,4,1,2,2,1,2,12,5,6,4,5,2,9,8,0,1,0,0
21,43,30,2,0,2,1,0,2,13,7,5,3,11,2,9,8,0,0,0,0
21,9,15,1,1,1,0,0,1,19,3,4,1,9,0,11,7,0,2,0,0
21,26,13,1,0,2,0,0,1,11,4,6,1,9,1,11,6,0,2,0,0
21,29,41,1,1,1,0,0,1,12,18,1,5,4,6,13,13,3,2,0,0
21,30,17,2,1,2,2,0,2,14,12,3,5,8,8,12,14,3,1,0,0
21,45,36,3,1,2,1,0,2,9,13,5,10,2,10,13,14,2,3,0,0
21,1,27,2,2,1,0,1,0,13,13,9,6,3,6,8,13,1,2,0,0
21,24,8,3,0,2,1,0,2,27,6,13,1,9,0,6,6,0,1,0,0
21,43,22,2,3,0,1,2,0,15,18,5,5,4,3,6,9,3,2,0,0
21,9,13,1,1,1,0,1,0,10,15,2,3,5,7,8,5,1,2,0,0
21,23,40,2,3,0,1,1,1,14,27,4,10,3,8,6,12,1,2,0,0
21,8,27,1,3,0,0,0,1,18,13,8,5,6,9,7,9,0,0,0,0
21,41,30,0,3,0,0,0,1,15,7,4,2,5,1,16,11,0,1,1,0
21,17,1,0,1,0,0,1,0,15,8,1,3,9,2,14,16,5,3,0,0
21,8,45,1,2,0,0,0,1,11,7,1,2,6,3,6,7,2,3,0,0
21,22,29,0,1,0,0,0,1,13,15,4,3,6,7,9,9,4,2,0,0
21,27,43,1,0,2,0,0,1,18,6,3,1,3,3,9,8,1,1,0,0
21,36,26,1,1,1,1,0,2,7,20,3,5,2,11,13,5,3,0,0,0
21,0,10,0,0,1,0,0,1,20,10,5,1,12,4,9,13,0,2,0,0
21,15,24,1,3,0,0,2,0,8,15,5,7,2,5,12,10,4,1,0,0
21,23,9,1,1,1,0,0,1,15,14,5,5,4,5,6,8,0,1,0,0
21,13,40,2,0,2,0,0,1,15,6,7,3,10,3,17,14,2,1,0,0
21,10,41,0,0,1,0,0,1,13,11,2,5,4,7,16,9,1,2,0,0
21,29,17,3,1,2,1,1,1,20,11,9,3,6,2,13,13,2,3,0,0
21,43,41,1,0,2,0,0,1,9,6,3,1,5,6,1,6,1,0,0,0
21,10,27,1,1,1,0,1,0,9,22,3,5,2,10,11,10,2,1,0,0
